label,texts
1,I see that UW dorm bed lol which dorm did u stay in?
0,I aspire to break into the industry some day
0,Haha no she hasn’t made one yet either
1,cool pineapple 🍍
1,How u feel baby girl;)
1,Ah it's great. I want fuck your mouth for a bit ;) As you look into my eyes.
1,Bought to start spin class… Ttyl :*
0,fuck that's a lot of red wine
1,Ramming my cunt with this candle like a sex freak
0,"the ptero/pegasus line is odd, FYI"
1,I would love to fuck you with your toys
1,favourite thing from maccas?
1,Maybe just a little 🙂
0,Marvins room hrs
0,I suck at smash but what makes you think you stand a chance at jeopardy
0,"Okay! What's your field? Could it be toxicology. I hope not 🥲💩. 

I'm working full time. No concrete plans to go back to school for a while. Working at a Service Desk for an insurance company"
1,Ok now your turn
0,why are you advertising a tattoo parlour?
0,*sturt
1,Let’s make a movie
0,"there aren't many swedish restaurants, at least in my end of town"
0,haha yep
0,Pretty boring
1,"Ilana, I understand it can be I intimidating to talk to someone as attractive as myself but I am not sure how we can figure out if we are soilmates if we dont speak."
1,mhmm?
0,Sorry to disappoint
1,is that an italian greyhound?
0,"nah, i'm on uni holidays"
0,cae?
1,I'm going to hold your hands down and peel your pussy lips apart so I can lick your clit and stick my tongue inside you. Then when you are dripping wet I'm going to push my hard dick into your tight pussy as deep as I can.
0,ha yeah they are
1,I plunge my tongue in your wet hole. Ahhh it's so beautiful.
0,One day
0,"biology, life sciences"
0,weimaraner
1," I wish I could share a sweet treat with you, like a box of chocolates or a chocolate cake    "
0,How has your week been?
0,um i haven't quite decided...maybe pathology or anatomy
1,You have the most snatched waist I’ve ever seen
1,i had some meatmother and mr claws and a tin of ice cream too 😸🍦
0,ahh right
1,"My cock gets so hard when i think about fucking you, kissing your neck and pulling your nipples hard."
0,thanks
0,"probably, i have no idea what i want/am looking for"
1,He:So come sit on my face
1,I want to go all night
0,hercules had a pegasus
1,Lol.. spin class
1,Me: You want to see my dick don’t you. You want to taste it
0,ruyton
0,yeah mom's an expat
0,i meant in the photo
0,we make a lot of jokes about this guy's love for goats
0,You have any plans for thanksgiving?
1,"Bending you over the kitchen island and fucking you from behind, that's the best position"
1,"why thank you, what do you listen to?"
0,"didn't know they were that old, will have a listen 🎧"
0,I was kidding about the floss we can do something normal
1,Good girl. Now take your middle finger and ease it between your pussy lips.
1,Wowwwww so I’m not your favorite 😞
1,"I wish I could stay up all night talking to you, but I have to be responsible and get some rest for work."
0,*r u
1,Nope belligerent after xs lol
0,It’s alright your insta bio will look 🔥🔥
0,Hey how’s it going haha what’s the coolest thing you’ve done in quarantine so far
1,is it a golden retriever? mine's name is honey
0,we had to remember the periodic table up to 36 in 1st year chem
1,Sounds perfect to me:) what're you doing tomorrow?
0,right
1,"I'll make you shake, that's such a turn on for me"
0,"i don't judge spelling haha, grammar's another story"
1,Let’s get married for tax purposes
0,haha i'm 3rd this year
0,chicken nuggets + the little cheeseburger
1,😺
0,okay well not exactly
1,Are we about to kiss right now 😳
1,Yeah;)
1,Your hands are rough (giggles) and strong and manly.
0,"i read about it in rolling stone, you ser"
0,they exist in melbourne?
1,Can I have a sprinkle of your magic seasoning?
0,"it's a fine name, but it could be something else, like a distant relative's name"
0,Phew thought it might be a deal breaker
1,"How’s my pussy, baby?"
0,wow that's good
1,Tell me how baby
1,"yep, she saw one in the dentist's office and thought it was cool"
1,U close to cumming?
1,well alcohol is expensive... haha EDM? i'm more indie rock/pop but that's not really for dancing
0,epiphone?
1,I already showed you my chest. 😉
0,it says on your bio
1,Mhmmm ;) and then I'm going to turn you over and put my hard cock deep inside you ;)
0,How much did u make on the textbooks?
0,not just then! see the thing about the clump of dog hair
0,The secret is a full stick of butter
1,"nice, couldn't find slave labour at home?"
0,"they drive on the other side, right?"
1,I would rather spend my time getting to know you and exploring our shared interests.
1,U tryna link?
1,Could you please....
1,Currently looking more for friends with sexual tension hahaha
1,How was spin class boo. I can’t imagine that you’re even more sexy now
0,Yeah! Next winter I’ll be all done sadly
0,vce summer school mostly for disadvantaged students
1,Melanie you are absolutely killing it with the hats
0,vomit
0,Brownies are my love language
1,I'm hoping you can teach me how to spice things up in the kitchen.
0,and why is it so stressful?
1,Ah then no I have not tasted tiddy milk 😂
1,I wish I could take you to the movies with me and introduce you to my family.
1,You can borrow my stilts anytime 🤝
0,"3 years, i finish at the end of this year 🎉"
0,"why, are you planning on acquiring an exotic pet?"
1,"or as we sometimes call it, brisvegas :P"
0,No worries I usually have them off too so I spend less time on this app hahaha
0,why are you called postman?
0,oatmeal is like 80 cents a pound
1,Man I'm gonna have some fun with you
0,How is your life going right now 1-10 hit me with it
1,Lube up.
1,I want to lay you down on the bed and take your panties off with my teeth inch by inch
0,what do you do that requires so much time spent out of phone reception?
0,like it? i don't have an opinion on lederhosen either way i was just asking if that is what the costume is
0,Point is we should go on a date so I can teach you how to floss
1,That's my girl
1,what r u on this godforsaken app for? :)
1,"🙈 haha long time, whatchu been up to"
0,a dart? isn't that like a cigarette
0,how does the beer can tower work?
1,<heart pounding>
1,have you seen the kangaroo at unistore?
0,I’ll keep you updated on the great memories we make LMao
1,Soilmates?
1,Til you scream and slap the mattress with pleasure
0,Well it looks like I'm going to have to cook you some spaghetti
0,she doesn't really like it
0,is that charles sturr
1,Meet outside alder in 10?
1,And I'll kiss your neck and and slowly go in and out of you ;)
0,i changed it but tinder's slow to update
0,God that sounds gross 🤮
1,Until I kiss your body everywhere and spend some time caressing your breasts and neck
0,A bit wbu
1,surely you must have a favourite *air guitar*
0,you didn't like monash?
0,"new york, the empire state"
0,"I’ve been watching some movies! I just watched Love, Simon and 13th this past weekend"
0,then australia 🌍
0,just then
1,"Its settled, I would like to ask for your hand in marriage"
1,dear god i hate selfies but my hair was cooperating today and i felt obliged to document it
0,well i suppose if it's a place dedicated to smoking it's not so bad
1,then i want to kiss all the way down the inside of your thighs
1,do you feel like hanging out later
0,i know cats need it
0,I must come clean the stilts are more of a wish than a reality 😞 a man can dream
1,Please fuck me really hard
1,Lol funny huh?
1,Let’s swap playlists and make guesses about each other’s personalities
0,but those popping candy frozen thingos 😻
0,Those are soooo good Falling is a favorite of mine but also Meet me in the hallway and sign of the times
0,they make lactose free milk
0,No crazy pick up line sorry :(
0,Do you get a cut of the profits?
0,I hate these gifs
0,it's good fun we've been bribing the small children with candy
1,Repeatedly
1,Then you share something in common 🤪
1,I lean forward as I fuck you and slowly kiss u again. You have me. I have no control..
1,I'm going to rub my pussy thinking about you
1,your smile is so contagious it makes my day brighter 
0,Is the dodgeball you are referring to the movie or the game
0,Are bars considered essential businesses
0,Okay cool
1,Nothing can separate us
1,I wanna hold you up against the shower wall and kiss you all over your body
0,What are u studying?
1,I can't wait to work up a sweat at the gym and then come home to you for some post-workout fun.
1,Why are the good ones always 5000 miles away?
1,"I’m probably going to hurt you with my cock a little bit when I see you. Just a little, don’t worry we can still be friends afterwards. But yeah, I’m going to be a bit rude with your lil body"
0,i'm going to assume it's the thing about smoking alcohol
1,Good I would hope so
0,People told me to watch the office and then all of the sudden two weeks have gone by and I've done nothing else
0,but doges are the best
0,Going good! Wbu?
1,That's what I want
0,learn something knew everyday
1,do you miss heart attack inducing american food?
1,Oh yum I wanna ride that shit until your toes curl 😉
0,Yeah that's absurd. I guess they can get away with it cause the area is so expensive.
0,"Slept pretty okay myself. Jogged on the treadmill yesterday so that's probably why. 

How did you sleep? 👴😁"
1,Whattt I’m super jealous I became a fan too late 😞
1,What’s up pumpkin. I’m headed out to watch the game come meet up. I was sexy boy outside of xs the other night I should have just stolen you that night!
0,Who do u wanna choose?
1,Should I pull on my nipples?
1,"The mere thought of you is giving me a headache, but in the best way possible."
1,Ok babe cum. My cock is pumping like crazy into u.. You are just in heaven waiting for your Pussy to release.. It's building up..Cum on baby cum for me.. Finger your Pussy hole.. Give me your cum all over my face ;)
0,"uni, wbu?"
0,I hope you have a lot of airline miles
1,I think you have a magical power to heal me with your smile.
0,I see u I respect that
1,You're pulling my hair back so that my back arches just a bit so you can hit closer to my gspot when you're inside of me
0,you had a moment thingo?
0,croquet
1,You guessed the next line 😤 the Y is silent
1,"I may not have everything figured out yet, but I do know that I want you in my life."
1,Oops that was for Julie sorry
1,I have to do it in September lol
0,if you're 3rd year i should probably congratulate you for not dropping out
0,Thankfully I have a beautifully shaped head so I look forward to those days
0,how are you?
1,Hm I’ll see if I can find a picture
0,"hahaha, i do science"
1,Me: You already have some in your phone I’m sure
1, I wish I could introduce you to my mom and show her how amazing you are    
1,"Hey Sammy, you have a great smile!"
1,Grab your titties.
0,we have dark floors so there's always clumps of fur everywhere
0,are you into strange violent video games
0,specimen's i've seen are mostly 20 year old varieties
0,near swinburne? i think i know the one
1,Before we go on a date I have to know what the cardboard box looks like
0,I know what u mean
1,I was using my wand thinking about you fingering me with my plug in holding my wand to my Clit slowly pressing and easing off massaging me with the wand my hands tied above me so I was helpless to you as you made me squirt and cum and splash till you were satisfied
1,Feeling strong 7 vibes today but 3 is my normal
0,and a friend of mine had the weirdest legends about kangaroos
